gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000138135.7	CH25H	0.941065707	3.239230275	0.972260793	3.331647536	0.000863335	0.002759167
ENSG00000185055.11	EFCAB10	2.802084002	3.231235745	0.643405501	5.022082867	5.11E-07	3.41E-06
ENSG00000122641.11	INHBA	4.526540681	3.228211623	0.588701154	5.483616941	4.17E-08	3.47E-07
ENSG00000123689.6	G0S2	552.7593988	3.226365845	0.343139542	9.402489226	5.33E-21	4.51E-19
ENSG00000086967.10	MYBPC2	3.282043013	3.210985976	0.474624615	6.765317002	1.33E-11	2.27E-10
ENSG00000154099.18	DNAAF1	2.709995853	3.208275781	0.704499873	4.553976382	5.26E-06	2.83E-05
ENSG00000121933.19	TMIGD3	8.761165341	3.197679849	0.44363851	7.207850033	5.68E-13	1.28E-11
ENSG00000181649.8	PHLDA2	1.891499637	3.197178004	0.63660378	5.02224163	5.11E-07	3.41E-06
ENSG00000115155.19	OTOF	14.13294924	3.193000934	0.701682056	4.550495351	5.35E-06	2.87E-05
ENSG00000157613.11	CREB3L1	2.292714871	3.172010733	0.76789127	4.130807129	3.61E-05	0.000161141
ENSG00000132170.24	PPARG	7.497167627	3.167952842	0.379443645	8.348941613	6.89E-17	3.05E-15
ENSG00000084734.9	GCKR	1.205268496	3.165532176	0.741043766	4.271720946	1.94E-05	9.15E-05
ENSG00000079393.21	DUSP13	5.946755491	3.158812359	0.544008083	5.806554092	6.38E-09	6.39E-08
ENSG00000160180.17	TFF3	1.0059833	3.138902301	0.883293914	3.553632887	0.000379949	0.001321635
ENSG00000076706.17	MCAM	9.833747549	3.120530278	0.583213014	5.3505841	8.77E-08	6.86E-07
ENSG00000166741.8	NNMT	2.683338345	3.117766054	0.577511365	5.398622857	6.72E-08	5.37E-07
ENSG00000113070.8	HBEGF	19.6688712	3.113785541	0.344991135	9.02569725	1.79E-19	1.21E-17
ENSG00000164556.7	FAM183BP	1.695533492	3.109913426	0.552270561	5.63114105	1.79E-08	1.61E-07
ENSG00000172602.11	RND1	1.675787559	3.085304489	0.542462076	5.687594807	1.29E-08	1.20E-07
ENSG00000112149.10	CD83	151.5112367	3.072347324	0.267071494	11.50383844	1.26E-30	4.97E-28
ENSG00000166183.16	ASPG	1.047126711	3.071819959	0.782324544	3.926528938	8.62E-05	0.000351056
ENSG00000105376.5	ICAM5	7.108852705	3.066933651	0.368763155	8.316811512	9.04E-17	3.92E-15
ENSG00000166839.17	ANKDD1A	41.14880179	3.066885701	0.248341483	12.34947	4.90E-35	4.54E-32
ENSG00000115604.12	IL18R1	243.255036	3.064904096	0.313605634	9.773115542	1.47E-22	1.57E-20
ENSG00000130202.10	NECTIN2	51.66772295	3.061633609	0.311009041	9.844194883	7.26E-23	8.28E-21
ENSG00000124785.9	NRN1	4.984240379	3.061069172	0.485913802	6.299613556	2.98E-10	3.92E-09
ENSG00000164821.5	DEFA4	9.73665987	3.060317566	0.557370404	5.490635213	4.00E-08	3.34E-07
ENSG00000127564.17	PKMYT1	7.049602439	3.049333435	0.348966569	8.738182133	2.37E-18	1.32E-16
ENSG00000118520.15	ARG1	136.4438397	3.047333111	0.347182887	8.77731369	1.67E-18	9.41E-17
ENSG00000089558.9	KCNH4	1.236347967	3.03801905	0.611827253	4.965485006	6.85E-07	4.46E-06
ENSG00000167513.9	CDT1	10.44140828	3.026990468	0.344926963	8.775743239	1.70E-18	9.51E-17
ENSG00000163710.9	PCOLCE2	1.903790153	3.026727537	0.725224663	4.17350332	3.00E-05	0.000136098
ENSG00000223350.2	IGLV9-49	7.782791754	3.0258612	0.531599307	5.691996133	1.26E-08	1.18E-07
ENSG00000061656.11	SPAG4	6.141000707	3.023883357	0.411293465	7.352130812	1.95E-13	4.91E-12
ENSG00000086548.9	CEACAM6	7.391956498	3.022801409	0.557618316	5.420914848	5.93E-08	4.79E-07
ENSG00000119630.14	PGF	2.752141117	3.022150757	0.706360651	4.278481189	1.88E-05	8.91E-05
ENSG00000137491.15	SLCO2B1	2.376204415	3.014965192	0.842927252	3.576779829	0.000347853	0.001219694
ENSG00000096006.12	CRISP3	6.133443205	3.013807164	0.566731541	5.317874417	1.05E-07	8.09E-07
ENSG00000134463.15	ECHDC3	31.78294101	3.009482987	0.289700071	10.38827148	2.80E-25	4.96E-23
ENSG00000185897.7	FFAR3	5.851191206	3.004324662	0.537085099	5.5937591	2.22E-08	1.96E-07
ENSG00000274286.2	ADRA2B	1.187792106	3.00180891	0.886741331	3.385213707	0.000711229	0.002314397
ENSG00000064270.13	ATP2C2	6.595991867	3.00098022	0.513909285	5.839513521	5.24E-09	5.35E-08
ENSG00000164626.9	KCNK5	6.184144262	2.994026785	0.37809377	7.918741379	2.40E-15	8.64E-14
ENSG00000126583.12	PRKCG	2.634245054	2.990317432	0.515284482	5.803235957	6.50E-09	6.51E-08
ENSG00000276566.1	IGKV1D-13	8.670879684	2.990107477	0.650405157	4.597299769	4.28E-06	2.35E-05
ENSG00000142178.9	SIK1	9.981382544	2.989202136	0.497517542	6.008234649	1.88E-09	2.10E-08
ENSG00000128271.22	ADORA2A	22.31722751	2.987262995	0.280612436	10.64551179	1.83E-26	3.89E-24
ENSG00000090339.9	ICAM1	383.9282906	2.979318735	0.256580231	11.61164572	3.60E-31	1.66E-28
ENSG00000211670.2	IGLV3-9	16.83229369	2.977848555	0.634656672	4.692062162	2.70E-06	1.54E-05
ENSG00000161860.8	SYCE2	0.871636775	2.965340478	0.669661803	4.428116498	9.51E-06	4.81E-05
ENSG00000008438.5	PGLYRP1	46.57636247	2.959165448	0.399075968	7.415042954	1.22E-13	3.17E-12
ENSG00000129538.14	RNASE1	7.105870402	2.956379608	0.44093497	6.704797329	2.02E-11	3.28E-10
ENSG00000185972.6	CCIN	13.65993904	2.955027311	0.288069808	10.25802508	1.09E-24	1.68E-22
ENSG00000130513.6	GDF15	1.855517934	2.928625377	0.679043726	4.312867147	1.61E-05	7.75E-05
ENSG00000174871.11	CNIH2	11.01598613	2.913169802	0.279343365	10.42863433	1.84E-25	3.32E-23
ENSG00000276368.2	H2AC14	41.65386319	2.896599086	0.292887863	9.889788729	4.61E-23	5.30E-21
ENSG00000124440.16	HIF3A	0.789197199	2.896407676	0.719328795	4.0265421	5.66E-05	0.000240403
ENSG00000090104.12	RGS1	32.37952594	2.8957709	0.30166677	9.599237273	8.05E-22	7.64E-20
ENSG00000198929.13	NOS1AP	2.602378884	2.892996539	0.476781805	6.067757855	1.30E-09	1.50E-08
ENSG00000278857.1	IGKV1D-12	1.809364657	2.891844582	0.698125908	4.142296607	3.44E-05	0.000153972
ENSG00000157343.9	ARMC12	2.962089746	2.873173608	0.41603484	6.906088946	4.98E-12	9.28E-11
ENSG00000225523.2	IGKV6D-21	1.308220219	2.872145987	0.689158306	4.167614264	3.08E-05	0.00013934
ENSG00000129038.16	LOXL1	8.62095017	2.864687971	0.350285195	8.178158868	2.88E-16	1.17E-14
ENSG00000275993.3	SIK1B	23.43229355	2.861664025	0.362732386	7.889188113	3.04E-15	1.08E-13
ENSG00000148926.10	ADM	257.0466484	2.846621241	0.259435331	10.97237306	5.19E-28	1.41E-25
ENSG00000123119.12	NECAB1	2.408041145	2.843045813	0.746826426	3.806836118	0.000140756	0.000543681
ENSG00000157554.19	ERG	8.127940628	2.834808103	0.476855685	5.944792508	2.77E-09	2.99E-08
ENSG00000281990.1	IGHV1-69-2	4.419617161	2.830274158	0.662069897	4.274887244	1.91E-05	9.04E-05
ENSG00000178814.17	OPLAH	80.60488085	2.826659098	0.237093161	11.92214523	9.07E-33	5.71E-30
ENSG00000130595.19	TNNT3	47.79691075	2.824127216	0.253565285	11.13767294	8.22E-29	2.49E-26
ENSG00000093009.11	CDC45	6.434417808	2.822492156	0.44388731	6.358578159	2.04E-10	2.77E-09
ENSG00000170801.10	HTRA3	4.438392525	2.816782462	0.756469706	3.723589247	0.00019641	0.000734497
ENSG00000001617.12	SEMA3F	0.860975285	2.815247133	0.722091254	3.898741493	9.67E-05	0.000388553
ENSG00000203995.10	ZYG11A	1.565557436	2.805733728	0.649259387	4.321437296	1.55E-05	7.49E-05
ENSG00000162772.17	ATF3	18.5418597	2.798044835	0.352480831	7.93814753	2.05E-15	7.49E-14
ENSG00000101188.5	NTSR1	15.58175654	2.795162851	0.415000757	6.735319888	1.64E-11	2.73E-10
ENSG00000102539.5	MLNR	0.847626141	2.786438721	0.782765483	3.559736322	0.000371227	0.001296279
ENSG00000124882.4	EREG	19.4640393	2.782482438	0.398715138	6.978622521	2.98E-12	5.87E-11
ENSG00000224940.9	PRRT4	8.484259261	2.782081125	0.510451612	5.450234767	5.03E-08	4.13E-07
ENSG00000168209.6	DDIT4	317.3672778	2.773821005	0.216728011	12.79862713	1.67E-37	2.02E-34
ENSG00000196421.9	C20orf204	11.3653327	2.772998656	0.301332711	9.20244818	3.50E-20	2.64E-18
ENSG00000163072.16	NOSTRIN	0.690380615	2.769934324	0.697067385	3.973696639	7.08E-05	0.000294125
ENSG00000163661.4	PTX3	10.4735261	2.759583225	0.35089722	7.864363322	3.71E-15	1.27E-13
ENSG00000099377.14	HSD3B7	7.767435233	2.751418211	0.396940567	6.931562151	4.16E-12	7.90E-11
ENSG00000165949.12	IFI27	106.9301242	2.742853916	0.428403128	6.402506739	1.53E-10	2.14E-09
ENSG00000211933.2	IGHV6-1	9.327105648	2.73978084	0.448568148	6.107836345	1.01E-09	1.20E-08
ENSG00000167676.4	PLIN4	145.0361165	2.736388755	0.248802246	10.99824782	3.90E-28	1.08E-25
ENSG00000136634.7	IL10	2.410630125	2.732902684	0.52985558	5.157825618	2.50E-07	1.79E-06
ENSG00000189127.8	ANKRD34B	15.03809222	2.731477205	0.448410981	6.091459217	1.12E-09	1.32E-08
ENSG00000222009.8	BTBD19	66.69087664	2.730280432	0.229973505	11.87215212	1.65E-32	9.28E-30
ENSG00000049089.15	COL9A2	52.67550969	2.728002027	0.273293495	9.981950082	1.83E-23	2.23E-21
ENSG00000085999.13	RAD54L	4.175420142	2.726705555	0.408317783	6.677900568	2.42E-11	3.89E-10
ENSG00000164045.12	CDC25A	9.642994521	2.72314245	0.455589791	5.977180576	2.27E-09	2.50E-08
ENSG00000214140.11	PRCD	4.251551829	2.720519495	0.482194847	5.641950573	1.68E-08	1.52E-07
ENSG00000160471.13	COX6B2	0.791749891	2.712423385	0.801927143	3.382381314	0.000718603	0.002336462
ENSG00000105976.16	MET	1.027760049	2.705087679	0.681265672	3.970679559	7.17E-05	0.000297718
ENSG00000185499.16	MUC1	6.584433628	2.698507036	0.398925126	6.76444491	1.34E-11	2.28E-10
ENSG00000197768.10	STPG3	0.882592479	2.687257829	0.856529729	3.137378352	0.00170466	0.005037805
ENSG00000163874.11	ZC3H12A	186.4595238	2.681498094	0.230674825	11.6245806	3.09E-31	1.47E-28
ENSG00000132840.10	BHMT2	0.555083921	2.671611134	0.729377045	3.662867037	0.000249408	0.000909565
ENSG00000101412.13	E2F1	74.48044612	2.671068819	0.277729652	9.617513994	6.74E-22	6.51E-20
ENSG00000114270.18	COL7A1	20.9479732	2.666516057	0.252809273	10.54754054	5.21E-26	1.03E-23
ENSG00000185022.12	MAFF	75.836026	2.660059451	0.260788718	10.2000557	1.98E-24	2.86E-22
ENSG00000012171.20	SEMA3B	21.62382578	2.656090055	0.259492056	10.23572782	1.37E-24	2.02E-22
ENSG00000151005.5	TKTL2	4.678577953	2.653764055	0.613254374	4.327346314	1.51E-05	7.30E-05
ENSG00000221986.7	MYBPHL	5.735678388	2.653036806	0.657370273	4.035833253	5.44E-05	0.00023196
ENSG00000139549.4	DHH	0.928097985	2.649545523	0.625387609	4.236645376	2.27E-05	0.000105655
ENSG00000287080.2	H3C3	51.44264389	2.647873568	0.291834468	9.073203681	1.16E-19	8.01E-18
ENSG00000170525.21	PFKFB3	1125.700866	2.6471862	0.235981931	11.21774955	3.34E-29	1.12E-26
ENSG00000176236.6	RPP38-DT	1.485349853	2.642318938	0.513929316	5.141405355	2.73E-07	1.94E-06
ENSG00000175093.5	SPSB4	1.513603251	2.631785097	0.715754629	3.676937583	0.000236051	0.00086607
ENSG00000169902.15	TPST1	102.8546709	2.630283782	0.258573626	10.17228176	2.64E-24	3.71E-22
ENSG00000274997.2	H2AC12	38.57675395	2.624343241	0.259544333	10.11134863	4.92E-24	6.62E-22
ENSG00000211896.7	IGHG1	1029.792221	2.622706585	0.384814161	6.815514729	9.39E-12	1.64E-10
ENSG00000140451.13	PIF1	5.68359548	2.621583468	0.432380577	6.063138831	1.33E-09	1.54E-08
ENSG00000185585.20	OLFML2A	11.38341048	2.621326431	0.346436821	7.56653529	3.83E-14	1.10E-12
ENSG00000145632.15	PLK2	15.64672417	2.620573153	0.330983069	7.917544428	2.42E-15	8.71E-14
ENSG00000224041.3	IGKV3D-15	2.205155501	2.619600337	0.59734281	4.385422062	1.16E-05	5.74E-05
ENSG00000183019.7	MCEMP1	103.3890084	2.616928113	0.268982704	9.728982859	2.27E-22	2.33E-20
ENSG00000141744.4	PNMT	0.992657775	2.614931137	0.735343106	3.556069428	0.000376445	0.001311184
ENSG00000197561.7	ELANE	17.90044893	2.61220626	0.431093214	6.059492885	1.37E-09	1.58E-08
ENSG00000074410.14	CA12	1.812544763	2.611581994	0.657846535	3.969895496	7.19E-05	0.000298463
ENSG00000173846.13	PLK3	413.2451617	2.607148509	0.21087952	12.36321338	4.13E-35	4.07E-32
ENSG00000157150.5	TIMP4	0.570754273	2.60654272	0.73278499	3.55703618	0.000375063	0.001307527
ENSG00000183696.14	UPP1	300.7832889	2.602712058	0.186729234	13.93842842	3.70E-44	5.82E-41
ENSG00000184047.20	DIABLO	38.72612961	2.60150284	0.224543698	11.58573079	4.87E-31	2.07E-28
ENSG00000175544.14	CABP4	7.580610288	2.594032439	0.362207665	7.161727069	7.97E-13	1.75E-11
ENSG00000078900.15	TP73	3.330074519	2.587688499	0.484029088	5.346142543	8.98E-08	7.02E-07
ENSG00000110203.9	FOLR3	105.6527613	2.584317859	0.398683376	6.482130977	9.04E-11	1.31E-09
ENSG00000286522.2	H3C2	100.7887424	2.579820959	0.263538272	9.789170044	1.25E-22	1.36E-20
ENSG00000186642.16	PDE2A	62.00216684	2.568395843	0.239062522	10.74361559	6.35E-27	1.45E-24
ENSG00000123836.15	PFKFB2	213.8694632	2.562289062	0.244193549	10.49286138	9.32E-26	1.77E-23
ENSG00000100024.15	UPB1	27.14304232	2.562105827	0.270537446	9.470429576	2.79E-21	2.49E-19
ENSG00000267855.6	NDUFA7	9.074363154	2.546805666	0.537211924	4.740783952	2.13E-06	1.25E-05
ENSG00000164850.15	GPER1	5.813069482	2.546197558	0.450488264	5.652084106	1.59E-08	1.45E-07
ENSG00000214456.8	PLIN5	105.1377646	2.542724332	0.237908774	10.68781232	1.16E-26	2.54E-24
ENSG00000184545.11	DUSP8	29.86948161	2.54062341	0.400780889	6.339183029	2.31E-10	3.10E-09
ENSG00000100448.4	CTSG	3.290047131	2.538333193	0.517126113	4.908538032	9.18E-07	5.81E-06
ENSG00000167604.15	NFKBID	195.0091793	2.537595327	0.247569581	10.25002875	1.18E-24	1.79E-22
ENSG00000105290.13	APLP1	0.558607763	2.537021192	0.806451458	3.145906882	0.001655727	0.004909786
ENSG00000272636.4	DOC2B	5.098618509	2.536372654	0.51648288	4.910855234	9.07E-07	5.75E-06
ENSG00000120903.13	CHRNA2	16.76204603	2.532295789	0.370202193	6.840304674	7.90E-12	1.40E-10
ENSG00000273983.1	H3C8	40.70162707	2.531812186	0.340191589	7.442312713	9.89E-14	2.62E-12
ENSG00000100314.4	CABP7	1.825228695	2.53114254	0.764412268	3.311226997	0.000928878	0.002942351
ENSG00000278463.2	H2AC4	20.43133157	2.530204818	0.270521849	9.353051632	8.52E-21	7.05E-19
ENSG00000110492.16	MDK	6.575433864	2.527636612	0.334552437	7.555277825	4.18E-14	1.19E-12
ENSG00000164692.18	COL1A2	2.708327561	2.52636508	1.068498882	2.364405919	0.018059014	0.040404957
ENSG00000107187.17	LHX3	0.782571104	2.520220997	0.612718847	4.113176881	3.90E-05	0.000172661
ENSG00000188886.4	ASTL	5.91185642	2.518064434	0.511062941	4.927112162	8.35E-07	5.32E-06
ENSG00000157557.13	ETS2	578.529087	2.506051273	0.216592972	11.57032591	5.83E-31	2.35E-28
ENSG00000160781.17	PAQR6	21.90141444	2.504219877	0.247661388	10.1114667	4.91E-24	6.62E-22
ENSG00000170091.11	NSG2	1.353146214	2.498431214	0.648920442	3.850134856	0.000118053	0.000464522
ENSG00000167100.15	SAMD14	74.48358094	2.497798271	0.301229755	8.292003801	1.11E-16	4.75E-15
ENSG00000110721.12	CHKA	53.86842138	2.494952497	0.209581096	11.904473	1.12E-32	6.79E-30
ENSG00000155307.19	SAMSN1	288.2031478	2.494930706	0.266898818	9.347852219	8.94E-21	7.35E-19
ENSG00000164047.6	CAMP	17.5068736	2.488029315	0.49248569	5.05198296	4.37E-07	2.97E-06
ENSG00000198901.14	PRC1	1.21178882	2.487590298	0.469000229	5.304027894	1.13E-07	8.70E-07
ENSG00000153234.15	NR4A2	78.3572175	2.487319826	0.242665313	10.25000151	1.18E-24	1.79E-22
ENSG00000183963.19	SMTN	28.40797903	2.486924221	0.245991624	10.10979228	5.00E-24	6.67E-22
ENSG00000183638.6	RP1L1	2.113733091	2.476193397	0.764680434	3.238206822	0.001202836	0.003706467
ENSG00000196935.9	SRGAP1	14.5018968	2.475909541	0.412290334	6.005257306	1.91E-09	2.14E-08
ENSG00000172828.13	CES3	2.2955439	2.475485845	0.816764318	3.030844751	0.002438706	0.006928742
ENSG00000183578.8	TNFAIP8L3	0.850368631	2.463229161	0.909562818	2.708146279	0.006766019	0.017152061
ENSG00000276289.5	KCNE1B	4.105209554	2.46218618	0.486814492	5.057750371	4.24E-07	2.89E-06
ENSG00000149131.17	SERPING1	62.41896079	2.461184393	0.349548167	7.041045048	1.91E-12	3.93E-11
ENSG00000146670.10	CDCA5	7.577794021	2.458854847	0.359899645	6.832056873	8.37E-12	1.48E-10
ENSG00000087074.8	PPP1R15A	868.0815312	2.458330612	0.204993616	11.99223009	3.90E-33	2.67E-30
ENSG00000152766.6	ANKRD22	23.2541826	2.456184324	0.454999473	5.398213563	6.73E-08	5.38E-07
ENSG00000211664.3	IGLV2-18	4.222125008	2.453815369	0.618639102	3.966473121	7.29E-05	0.000302142
