gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000197561.7	ELANE	25.76585072	3.256658008	0.600797489	5.42055862	5.94E-08	1.40E-06
ENSG00000167100.15	SAMD14	87.10272998	3.24524692	0.395604653	8.203257711	2.34E-16	8.44E-14
ENSG00000211637.2	IGLV4-69	18.33388431	3.243016238	0.741195222	4.375387406	1.21E-05	0.000115299
ENSG00000123838.11	C4BPA	18.05858228	3.216662043	0.960310054	3.349607794	0.000809261	0.003830165
ENSG00000128271.22	ADORA2A	16.62415637	3.213105903	0.450745352	7.128428258	1.02E-12	1.20E-10
ENSG00000164047.6	CAMP	25.01505953	3.210986471	0.705189393	4.553367512	5.28E-06	5.80E-05
ENSG00000132840.10	BHMT2	0.689022476	3.209939242	0.960659333	3.341391825	0.000833595	0.003933808
ENSG00000170323.9	FABP4	1.09736139	3.20885601	1.295466543	2.476988717	0.013249609	0.037686768
ENSG00000049089.15	COL9A2	71.9032177	3.207958642	0.363785665	8.818265669	1.16E-18	9.13E-16
ENSG00000121933.19	TMIGD3	8.935912918	3.202036429	0.654421304	4.892928165	9.93E-07	1.45E-05
ENSG00000163661.4	PTX3	9.821744185	3.201744249	0.607648097	5.2690764	1.37E-07	2.82E-06
ENSG00000178342.4	KCNG2	2.700618677	3.18903357	1.035596864	3.079416016	0.002074068	0.008408742
ENSG00000211897.9	IGHG3	133.1360645	3.188823969	0.501167687	6.362788443	1.98E-10	1.23E-08
ENSG00000165091.18	TMC1	0.667725099	3.16196996	1.252603707	2.524317901	0.011592305	0.033865825
ENSG00000114270.18	COL7A1	22.10548454	3.161826491	0.428907378	7.371816519	1.68E-13	2.54E-11
ENSG00000166839.17	ANKDD1A	34.29730888	3.152346745	0.401010313	7.861011662	3.81E-15	9.33E-13
ENSG00000163053.11	SLC16A14	10.53103691	3.151690946	0.981618265	3.210709353	0.001324078	0.005791152
ENSG00000099958.15	DERL3	27.10501465	3.149581269	0.44084421	7.144431521	9.04E-13	1.08E-10
ENSG00000100003.18	SEC14L2	20.88094028	3.148312891	0.431766868	7.291696337	3.06E-13	4.33E-11
ENSG00000120903.13	CHRNA2	25.19071013	3.143142365	0.528054232	5.95230977	2.64E-09	1.08E-07
ENSG00000244575.3	IGKV1-27	18.27226091	3.139579673	0.628686874	4.993868653	5.92E-07	9.62E-06
ENSG00000163362.11	INAVA	0.804180621	3.128393515	1.154606438	2.709489062	0.006738693	0.021898004
ENSG00000001617.12	SEMA3F	0.721827824	3.118010294	1.285482764	2.425555893	0.015284962	0.042456164
ENSG00000134463.15	ECHDC3	30.98158133	3.11427527	0.39518884	7.880473735	3.26E-15	8.60E-13
ENSG00000173320.12	STOX2	2.934792972	3.102024416	0.868395881	3.572131654	0.000354087	0.001925718
ENSG00000113073.15	SLC4A9	1.132580139	3.090006771	0.899600071	3.434867194	0.000592844	0.002957518
ENSG00000141086.18	CTRL	1.403477429	3.086868138	0.797199643	3.872139386	0.000107884	0.000716681
ENSG00000232216.1	IGHV3-43	10.97984421	3.082162843	0.679188229	4.538009808	5.68E-06	6.15E-05
ENSG00000093009.11	CDC45	2.991802561	3.076533737	0.768693329	4.002290147	6.27E-05	0.000457436
ENSG00000211933.2	IGHV6-1	11.38646747	3.071893744	0.711402919	4.318078634	1.57E-05	0.00014359
ENSG00000121270.16	ABCC11	0.755797699	3.065601171	1.12904138	2.715224814	0.006623079	0.021629085
ENSG00000175093.5	SPSB4	3.10958114	3.060047092	0.9596961	3.188558431	0.001429841	0.006156594
ENSG00000110169.11	HPX	0.733211584	3.053574633	1.209035212	2.525629197	0.011549131	0.033754076
ENSG00000124440.16	HIF3A	0.869126136	3.044098883	0.8452583	3.601383013	0.000316529	0.001761262
ENSG00000168916.16	ZNF608	68.01320481	3.03794669	0.364139003	8.34282146	7.25E-17	3.43E-14
ENSG00000180535.4	BHLHA15	15.07367404	3.029429277	0.557841354	5.430628721	5.62E-08	1.34E-06
ENSG00000169258.7	GPRIN1	6.960220747	3.01184244	0.546840624	5.507715239	3.64E-08	9.30E-07
ENSG00000211664.3	IGLV2-18	6.51855672	3.005517266	0.800653336	3.75383094	0.000174152	0.001066372
ENSG00000166183.16	ASPG	1.129965752	3.004270991	1.227940463	2.446593367	0.014421344	0.040489843
ENSG00000091536.19	MYO15A	6.12583308	2.988497725	0.944212176	3.1650701	0.001550456	0.006575774
ENSG00000164850.15	GPER1	4.557258621	2.984381012	0.753583551	3.960252325	7.49E-05	0.000529343
ENSG00000126878.13	AIF1L	1.852222786	2.984186105	1.134655461	2.630037228	0.008537552	0.026409802
ENSG00000100968.14	NFATC4	1.121108063	2.981902223	1.227255942	2.429731339	0.015110019	0.042029815
ENSG00000128965.13	CHAC1	0.724156902	2.981534194	1.071218239	2.78331164	0.00538071	0.01828588
ENSG00000119630.14	PGF	1.154820091	2.981461079	1.145048536	2.603785766	0.009220037	0.028151441
ENSG00000211951.2	IGHV2-26	9.823179375	2.971579649	0.703063411	4.226616835	2.37E-05	0.000204517
ENSG00000117245.13	KIF17	1.979544298	2.971163795	0.839339324	3.539883941	0.000400303	0.002125651
ENSG00000158163.15	DZIP1L	5.11880236	2.967906919	0.684646467	4.334948125	1.46E-05	0.000134752
ENSG00000163531.17	NFASC	3.657708415	2.967011861	0.914504537	3.244392719	0.001177013	0.005274066
ENSG00000204421.3	LY6G6C	1.586322908	2.963007861	0.842017244	3.518939644	0.000433275	0.002274322
ENSG00000177508.12	IRX3	3.006411684	2.958546674	0.825109483	3.585641344	0.000336251	0.001849245
ENSG00000167513.9	CDT1	8.752453892	2.957172719	0.558253274	5.297188316	1.18E-07	2.49E-06
ENSG00000101203.16	COL20A1	0.798001935	2.9531738	1.129725579	2.614062969	0.008947254	0.02744812
ENSG00000276368.2	H2AC14	43.84000108	2.941074993	0.440072287	6.683163382	2.34E-11	1.90E-09
ENSG00000136237.19	RAPGEF5	12.67299999	2.934352712	0.436407663	6.723879902	1.77E-11	1.48E-09
ENSG00000274997.2	H2AC12	39.41054895	2.93267858	0.431813728	6.79153623	1.11E-11	1.01E-09
ENSG00000084734.9	GCKR	1.405295039	2.930597194	1.110528005	2.638922369	0.008317002	0.025885184
ENSG00000118503.15	TNFAIP3	1023.589961	2.930223516	0.312540056	9.375513506	6.88E-21	1.18E-17
ENSG00000163072.16	NOSTRIN	0.717133833	2.927941015	1.188636546	2.463276958	0.013767352	0.038958738
ENSG00000079215.15	SLC1A3	12.8494078	2.92572207	0.489622889	5.97546017	2.29E-09	9.59E-08
ENSG00000092758.18	COL9A3	20.55859086	2.923537566	0.463305713	6.310169476	2.79E-10	1.64E-08
ENSG00000257017.9	HP	20.4840096	2.923127779	0.803984823	3.635799698	0.00027712	0.00157065
ENSG00000118520.15	ARG1	147.1274551	2.922275064	0.469270454	6.227272651	4.75E-10	2.55E-08
ENSG00000178217.15	SH2D4B	2.121842869	2.918499407	0.732855272	3.982368033	6.82E-05	0.000491105
ENSG00000144671.11	SLC22A14	1.111557444	2.912846711	0.953564521	3.054692837	0.002252911	0.008986537
ENSG00000211893.4	IGHG2	342.3070087	2.909713936	0.513027543	5.67165248	1.41E-08	4.28E-07
ENSG00000172602.11	RND1	1.187876148	2.904647735	1.037915406	2.798539955	0.005133422	0.017617796
ENSG00000140451.13	PIF1	3.895326106	2.898899592	0.717923505	4.037894808	5.39E-05	0.000403131
ENSG00000146005.4	PSD2	1.113011502	2.898356021	1.173714337	2.469387933	0.01353444	0.038381881
ENSG00000214456.8	PLIN5	103.0514308	2.896486383	0.428018767	6.767194818	1.31E-11	1.18E-09
ENSG00000211972.2	IGHV3-66	7.938122148	2.881367388	0.818601608	3.519865293	0.000431766	0.002269005
ENSG00000173369.17	C1QB	10.1186028	2.87949318	0.509397469	5.652743402	1.58E-08	4.69E-07
ENSG00000211955.2	IGHV3-33	41.9915078	2.878885721	0.438259122	6.568912256	5.07E-11	3.72E-09
ENSG00000117834.13	SLC5A9	1.843956064	2.871256128	0.79484627	3.612341449	0.000303445	0.001696765
ENSG00000110237.5	ARHGEF17	16.52817028	2.861845914	0.492815147	5.807138707	6.35E-09	2.26E-07
ENSG00000100448.4	CTSG	4.394546374	2.861126372	0.821215528	3.48401397	0.000493954	0.002536529
ENSG00000185585.20	OLFML2A	11.35845254	2.858287306	0.456069548	6.267218063	3.68E-10	2.06E-08
ENSG00000211651.3	IGLV1-44	49.34980694	2.857288981	0.48291444	5.91676029	3.28E-09	1.30E-07
ENSG00000165949.12	IFI27	152.5425635	2.845904746	0.690533291	4.121314328	3.77E-05	0.00030076
ENSG00000211970.3	IGHV4-61	13.8468148	2.845850282	0.609282632	4.670821275	3.00E-06	3.68E-05
ENSG00000186583.12	SPATC1	4.396509288	2.842215988	0.641753573	4.428827679	9.47E-06	9.43E-05
ENSG00000211934.3	IGHV1-2	50.90986261	2.819161667	0.492159572	5.728145554	1.02E-08	3.32E-07
ENSG00000143603.19	KCNN3	4.89923185	2.816828791	0.620373547	4.540536595	5.61E-06	6.08E-05
ENSG00000197506.8	SLC28A3	3.131348193	2.81199256	0.777311652	3.617587041	0.000297362	0.001665423
ENSG00000125740.14	FOSB	143.5137478	2.808738914	0.506064357	5.550161503	2.85E-08	7.62E-07
ENSG00000282651.2	IGHV5-10-1	11.31308819	2.808737354	1.159838013	2.421663475	0.01544965	0.042809577
ENSG00000243566.7	UPK3B	10.1243779	2.807256187	0.612292843	4.584826071	4.54E-06	5.13E-05
ENSG00000124785.9	NRN1	4.930987477	2.802044105	0.807985425	3.467938924	0.000524466	0.002663303
ENSG00000085999.13	RAD54L	3.066709221	2.799249876	0.737351564	3.796357144	0.000146838	0.000927269
ENSG00000287080.2	H3C3	55.08332072	2.79548499	0.435906999	6.413030755	1.43E-10	9.23E-09
ENSG00000099769.6	IGFALS	2.678340907	2.791749744	0.863634269	3.232560176	0.001226863	0.005452614
ENSG00000126266.3	FFAR1	4.895068261	2.791725673	0.879946263	3.172609271	0.001510757	0.006441263
ENSG00000135519.8	KCNH3	85.62754714	2.787337402	0.384253068	7.253910601	4.05E-13	5.55E-11
ENSG00000187583.11	PLEKHN1	2.353553572	2.78349494	0.78611622	3.540818606	0.000398888	0.002118956
ENSG00000274576.2	IGHV2-70	12.26468776	2.776397705	0.760482796	3.650835652	0.000261388	0.001498831
ENSG00000127564.17	PKMYT1	5.415748195	2.776376215	0.529119493	5.247162977	1.54E-07	3.14E-06
ENSG00000167680.17	SEMA6B	9.810554271	2.767089366	0.514726783	5.375841046	7.62E-08	1.72E-06
ENSG00000163357.11	DCST1	2.330803269	2.766434618	0.760071766	3.639701856	0.000272954	0.001551628
ENSG00000248385.8	TARM1	2.010963553	2.761912926	1.021683783	2.70329526	0.006865573	0.022225206
ENSG00000125845.7	BMP2	1.804309469	2.760879522	0.96756623	2.853426916	0.004325048	0.015372467
ENSG00000101638.14	ST8SIA5	3.071426342	2.760567008	0.84921877	3.250713602	0.001151158	0.00517342
ENSG00000101425.14	BPI	37.12027622	2.757703179	0.533402023	5.170027599	2.34E-07	4.34E-06
ENSG00000158104.11	HPD	1.690166939	2.754263758	0.984951651	2.796344121	0.005168434	0.017709277
ENSG00000242534.3	IGKV2D-28	1.387564657	2.754172735	0.934834362	2.94616121	0.003217447	0.012083926
ENSG00000211668.2	IGLV2-11	29.65648776	2.742026017	0.543961245	5.040848121	4.63E-07	7.82E-06
ENSG00000185972.6	CCIN	12.45185927	2.738203968	0.489025369	5.599308631	2.15E-08	6.02E-07
ENSG00000137098.14	SPAG8	1.744570983	2.738195811	0.821097092	3.334801498	0.000853603	0.004008223
ENSG00000103316.12	CRYM	7.957342787	2.734360802	0.736079977	3.71476047	0.000203396	0.001213619
ENSG00000130222.11	GADD45G	4.650570438	2.73205988	0.513647109	5.318943363	1.04E-07	2.25E-06
ENSG00000012171.20	SEMA3B	19.29906772	2.728889882	0.480357438	5.680956857	1.34E-08	4.13E-07
ENSG00000196436.8	NPIPB15	1.572753725	2.728361175	0.932682782	2.925283094	0.00344143	0.012757474
ENSG00000120738.8	EGR1	144.3074098	2.72450373	0.372923113	7.305805492	2.76E-13	3.98E-11
ENSG00000123836.15	PFKFB2	211.3014712	2.723090283	0.331586411	8.212309656	2.17E-16	8.27E-14
ENSG00000179399.15	GPC5	2.431540983	2.702627828	0.919913238	2.937916009	0.003304265	0.012360164
ENSG00000276289.5	KCNE1B	5.286967361	2.694164718	0.718661946	3.748862359	0.000177639	0.001083366
ENSG00000129990.15	SYT5	0.892906538	2.689190989	1.134046486	2.371323418	0.017724514	0.047724663
ENSG00000124107.5	SLPI	32.33809575	2.684622432	0.480719317	5.584594459	2.34E-08	6.45E-07
ENSG00000133101.10	CCNA1	1.922152807	2.675350233	0.79429723	3.368197862	0.000756613	0.003623499
ENSG00000242550.6	SERPINB10	6.897677165	2.669863053	0.798679698	3.342845774	0.00082924	0.003917965
ENSG00000173338.13	KCNK7	16.78893393	2.666930446	0.484408691	5.505537979	3.68E-08	9.38E-07
ENSG00000211598.2	IGKV4-1	99.44064556	2.655167862	0.448543739	5.919529427	3.23E-09	1.28E-07
ENSG00000286522.2	H3C2	106.1268599	2.646833022	0.397575621	6.657432902	2.79E-11	2.19E-09
ENSG00000211962.2	IGHV1-46	30.1485634	2.642679627	0.541123452	4.883690804	1.04E-06	1.51E-05
ENSG00000183963.19	SMTN	30.57671204	2.632446638	0.366628394	7.180149388	6.96E-13	8.76E-11
ENSG00000130595.19	TNNT3	31.17229661	2.625495889	0.433923874	6.050591002	1.44E-09	6.47E-08
ENSG00000154099.18	DNAAF1	0.811865739	2.625105417	1.052327922	2.494569765	0.012610993	0.036186691
ENSG00000164362.21	TERT	2.587764267	2.62307339	1.097132394	2.390844902	0.016809652	0.045737193
ENSG00000198685.4	LINC01565	0.807356299	2.621136322	1.020841472	2.567623274	0.010239837	0.030677609
ENSG00000167676.4	PLIN4	114.6253479	2.612057313	0.388011	6.731915621	1.67E-11	1.44E-09
ENSG00000130513.6	GDF15	1.21232605	2.610464935	1.047226869	2.4927406	0.012676142	0.036335623
ENSG00000165899.12	OTOGL	1.471063485	2.60994353	0.930404731	2.805170097	0.005029003	0.01731914
ENSG00000185168.5	LINC00482	2.973652711	2.606846066	0.688032412	3.788841948	0.000151351	0.000950954
ENSG00000174483.20	BBS1	1.224599486	2.604269779	0.763149081	3.412530844	0.000643626	0.003164151
ENSG00000222037.5	IGLC6	1.398357083	2.602073915	1.00756086	2.582547633	0.009807382	0.029609962
ENSG00000126562.17	WNK4	0.547164227	2.60049436	1.101576387	2.360702708	0.018240347	0.048806983
ENSG00000211666.2	IGLV2-14	104.801318	2.580422043	0.498810625	5.173149713	2.30E-07	4.30E-06
ENSG00000211966.2	IGHV5-51	46.99684167	2.57949707	0.551837614	4.674377034	2.95E-06	3.63E-05
ENSG00000154040.21	CABYR	2.129608884	2.577095083	0.845989617	3.046249069	0.002317158	0.009182935
