gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000144843.11	ADPRH	22.22773254	-0.863676276	0.236708237	-3.648695483	0.000263575	0.043317723
ENSG00000155330.10	C16orf87	20.9080514	-0.866808749	0.224887438	-3.854411588	0.000116008	0.025534254
ENSG00000080200.10	CRYBG3	46.76425761	-0.955620986	0.24385979	-3.918731282	8.90E-05	0.022712002
ENSG00000141664.10	ZCCHC2	459.8860194	-0.977669501	0.211516386	-4.622192724	3.80E-06	0.00467188
ENSG00000185880.13	TRIM69	70.37653409	-0.998608157	0.250062817	-3.9934292	6.51E-05	0.018915216
ENSG00000186818.12	LILRB4	54.17101794	-1.01706161	0.276667998	-3.676108614	0.000236819	0.041700395
ENSG00000038427.16	VCAN	2730.832859	-1.077021253	0.296587205	-3.631381377	0.000281908	0.043984821
ENSG00000136122.18	BORA	13.13825197	-1.115529541	0.275586551	-4.047837382	5.17E-05	0.017699122
ENSG00000115267.9	IFIH1	177.1469771	-1.161434848	0.315551423	-3.680651599	0.000232639	0.041558037
ENSG00000106605.11	BLVRA	39.77403057	-1.16276107	0.267534558	-4.346208873	1.39E-05	0.0070933
ENSG00000198924.8	DCLRE1A	17.30911496	-1.285248524	0.321907218	-3.992605487	6.54E-05	0.018915216
ENSG00000160932.11	LY6E	367.9503388	-1.307746609	0.308235205	-4.242690614	2.21E-05	0.009387134
ENSG00000138035.15	PNPT1	56.29690233	-1.324341358	0.304657228	-4.346988139	1.38E-05	0.0070933
ENSG00000240225.10	ZNF542P	22.27027303	-1.352699734	0.348937309	-3.876626826	0.000105915	0.024655879
ENSG00000105967.16	TFEC	84.53604379	-1.358848849	0.347554914	-3.909738555	9.24E-05	0.022777479
ENSG00000196873.16	CBWD3	18.02770873	-1.423033114	0.375886252	-3.785807821	0.00015321	0.031474451
ENSG00000114013.16	CD86	44.74826127	-1.485012378	0.330007256	-4.499938564	6.80E-06	0.005168537
ENSG00000138642.15	HERC6	70.56723792	-1.498252578	0.355664199	-4.212548186	2.53E-05	0.010039957
ENSG00000111961.18	SASH1	19.17261916	-1.529198254	0.395555849	-3.86594778	0.000110659	0.025258854
ENSG00000152778.10	IFIT5	109.1949935	-1.569494784	0.342470742	-4.582858019	4.59E-06	0.004711238
ENSG00000177409.12	SAMD9L	355.1910875	-1.589382526	0.41965	-3.787400277	0.000152232	0.031474451
ENSG00000258102.5	MAP1LC3B2	7.325440938	-1.59401426	0.38180243	-4.174971492	2.98E-05	0.011479488
ENSG00000157168.20	NRG1	9.952033941	-1.618508029	0.431493142	-3.750947288	0.000176168	0.034467357
ENSG00000115423.19	DNAH6	7.057846968	-1.698813731	0.425734732	-3.990310403	6.60E-05	0.018915216
ENSG00000130487.9	KLHDC7B	15.35800193	-1.730312925	0.380598852	-4.546290452	5.46E-06	0.004807112
ENSG00000196141.14	SPATS2L	28.08101701	-1.751529388	0.438128132	-3.997756043	6.39E-05	0.018915216
ENSG00000139679.16	LPAR6	41.28744662	-1.764011006	0.413601602	-4.265000415	2.00E-05	0.008799964
ENSG00000010704.19	HFE	8.1785714	-1.764386891	0.406740157	-4.337872375	1.44E-05	0.0070933
ENSG00000132530.17	XAF1	273.2390065	-1.875662126	0.424866692	-4.414707387	1.01E-05	0.006366195
ENSG00000137628.18	DDX60	248.2635918	-1.881526965	0.417534956	-4.506274115	6.60E-06	0.005168537
ENSG00000126709.16	IFI6	169.3211455	-1.909675531	0.43405885	-4.39957746	1.08E-05	0.006366195
ENSG00000150045.12	KLRF1	20.01219219	-1.917528319	0.524207165	-3.657959006	0.000254232	0.042926848
ENSG00000163823.4	CCR1	125.8321098	-1.934292264	0.420246196	-4.602759723	4.17E-06	0.00467188
ENSG00000157601.15	MX1	536.6676355	-1.941888314	0.426808723	-4.549785906	5.37E-06	0.004807112
ENSG00000133106.15	EPSTI1	314.6776211	-1.99377349	0.355956549	-5.601170971	2.13E-08	0.000131216
ENSG00000135114.13	OASL	110.7300691	-2.007605065	0.421105692	-4.767461246	1.87E-06	0.002555068
ENSG00000089127.15	OAS1	166.5867189	-2.069485482	0.411605035	-5.027842973	4.96E-07	0.001001178
ENSG00000111331.14	OAS3	562.4322128	-2.084729874	0.477524778	-4.365699896	1.27E-05	0.0070933
ENSG00000111335.14	OAS2	318.7451467	-2.089105663	0.411225746	-5.080191794	3.77E-07	0.000929514
ENSG00000124657.1	OR2B6	5.710158906	-2.151973604	0.595732724	-3.61231391	0.000303477	0.0467582
ENSG00000134321.13	RSAD2	375.4190423	-2.178297894	0.59912842	-3.635777942	0.000277143	0.043795699
ENSG00000177694.16	NAALADL2	2.321866908	-2.228149245	0.596705294	-3.734086601	0.000188398	0.035725994
ENSG00000188290.11	HES4	22.63278317	-2.243424045	0.524829694	-4.2745753	1.92E-05	0.00874242
ENSG00000138646.9	HERC5	170.0429583	-2.251483776	0.452487112	-4.975796474	6.50E-07	0.001001178
ENSG00000128805.15	ARHGAP22	5.904098127	-2.260046538	0.592941113	-3.81158683	0.000138078	0.029343857
ENSG00000119917.15	IFIT3	370.7383272	-2.263951877	0.619759762	-3.65295073	0.000259244	0.043181641
ENSG00000038945.15	MSR1	18.49030057	-2.338260462	0.522663327	-4.473741205	7.69E-06	0.005263391
ENSG00000185745.10	IFIT1	184.7521431	-2.514089173	0.682216539	-3.685177696	0.000228543	0.041426804
ENSG00000137965.11	IFI44	209.3195939	-2.56258544	0.570754983	-4.489817028	7.13E-06	0.005168537
ENSG00000137959.17	IFI44L	425.7647687	-2.802814467	0.686502691	-4.082743598	4.45E-05	0.016624084
